customer_id,gender,senior_citizen,is_senior,partner,dependents,tenure,tenure_group,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,charge_group,total_charges,churn,churn_flag,monthly_revenue_at_risk,annual_revenue_at_risk
2511-MORQY,Male,0,Non-Senior,Yes,Yes,50,49+ Months,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),54.9,Medium Charge,2614.1,No,0,0.0,0.0
5356-KZCKT,Male,0,Non-Senior,No,No,58,49+ Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.45,Low Charge,1513.6,No,0,0.0,0.0
9470-XCCEM,Male,0,Non-Senior,Yes,Yes,35,25-48 Months,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.65,High Charge,3161.6,No,0,0.0,0.0
6519-CFDBX,Female,0,Non-Senior,No,No,2,0-6 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.4,Medium Charge,80.95,No,0,0.0,0.0
3902-MIVLE,Male,0,Non-Senior,Yes,Yes,63,49+ Months,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,75.7,High Charge,4676.7,No,0,0.0,0.0
0409-WTMPL,Female,0,Non-Senior,Yes,No,58,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),110.65,High Charge,6526.65,No,0,0.0,0.0
8763-KIAFH,Female,0,Non-Senior,Yes,Yes,27,25-48 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,Low Charge,583.3,No,0,0.0,0.0
3669-WHAFY,Female,0,Non-Senior,Yes,No,71,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.15,High Charge,8078.1,No,0,0.0,0.0
3055-VTCGS,Female,0,Non-Senior,No,No,63,49+ Months,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),58.55,Medium Charge,3503.5,No,0,0.0,0.0
3144-KMTWZ,Male,0,Non-Senior,Yes,No,71,49+ Months,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.25,High Charge,6669.45,No,0,0.0,0.0
7279-BUYWN,Female,1,Senior,No,No,41,25-48 Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.2,High Charge,4689.5,Yes,1,113.2,1358.4
7156-MHUGY,Male,1,Senior,No,No,13,13-24 Months,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.5,High Charge,1201.15,Yes,1,90.5,1086.0
7198-GLXTC,Male,0,Non-Senior,No,No,2,0-6 Months,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.0,High Charge,143.65,Yes,1,79.0,948.0
2007-QVGAW,Female,0,Non-Senior,Yes,Yes,68,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.35,Low Charge,1292.65,No,0,0.0,0.0
5207-PLSTK,Male,0,Non-Senior,Yes,Yes,1,0-6 Months,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.75,Medium Charge,48.75,No,0,0.0,0.0
2307-FYNNL,Male,1,Senior,No,No,65,49+ Months,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.05,High Charge,7108.2,No,0,0.0,0.0
5605-XNWEN,Male,1,Senior,Yes,No,72,49+ Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.0,Low Charge,1802.55,No,0,0.0,0.0
2155-AMQRX,Female,0,Non-Senior,No,No,28,25-48 Months,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.9,Medium Charge,1505.15,No,0,0.0,0.0
6181-AXXYF,Male,0,Non-Senior,Yes,Yes,72,49+ Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,Low Charge,1859.1,No,0,0.0,0.0
5091-HFAZW,Female,0,Non-Senior,No,No,2,0-6 Months,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,High Charge,168.5,No,0,0.0,0.0
0516-VRYBW,Female,0,Non-Senior,No,Yes,18,13-24 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,Low Charge,390.85,Yes,1,20.15,241.79999999999998
2519-LBNQL,Male,1,Senior,Yes,No,60,49+ Months,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.35,High Charge,6339.45,No,0,0.0,0.0
8623-ULFNQ,Female,1,Senior,No,No,26,25-48 Months,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.05,Medium Charge,1652.4,No,0,0.0,0.0
8380-PEFPE,Male,0,Non-Senior,No,Yes,1,0-6 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,High Charge,71.65,Yes,1,71.65,859.8000000000001
5687-DKDTV,Female,0,Non-Senior,No,No,4,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,Low Charge,77.5,Yes,1,20.35,244.20000000000002
1568-LJSZU,Male,0,Non-Senior,Yes,Yes,68,49+ Months,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.2,High Charge,6392.85,No,0,0.0,0.0
7530-HDYDS,Female,0,Non-Senior,No,No,38,25-48 Months,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),84.25,High Charge,3264.5,Yes,1,84.25,1011.0
7789-HKSBS,Female,1,Senior,Yes,No,42,25-48 Months,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,High Charge,4599.15,No,0,0.0,0.0
7416-CKTEP,Female,0,Non-Senior,Yes,No,57,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.6,Low Charge,1134.25,No,0,0.0,0.0
2586-CWXVV,Male,0,Non-Senior,Yes,No,54,49+ Months,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.4,Low Charge,1621.35,No,0,0.0,0.0
3096-IZETN,Female,0,Non-Senior,No,No,12,7-12 Months,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),78.1,High Charge,947.3,Yes,1,78.1,937.1999999999999
2348-KCJLT,Female,0,Non-Senior,Yes,No,44,25-48 Months,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,61.5,Medium Charge,2722.2,No,0,0.0,0.0
8401-EMUWF,Male,0,Non-Senior,Yes,Yes,42,25-48 Months,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.4,Medium Charge,3058.3,No,0,0.0,0.0
4193-IBKSW,Male,0,Non-Senior,Yes,Yes,72,49+ Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,Low Charge,1769.6,No,0,0.0,0.0
5377-NDTOU,Female,0,Non-Senior,Yes,Yes,71,49+ Months,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,91.05,High Charge,6293.75,No,0,0.0,0.0
5922-ABDVO,Female,0,Non-Senior,Yes,No,19,13-24 Months,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.65,High Charge,1761.05,Yes,1,89.65,1075.8000000000002
2474-LCNUE,Female,0,Non-Senior,Yes,No,23,13-24 Months,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.65,High Charge,1642.75,No,0,0.0,0.0
0839-QNXME,Female,0,Non-Senior,No,No,30,25-48 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,Low Charge,578.5,No,0,0.0,0.0
3506-OVLKD,Male,0,Non-Senior,No,No,35,25-48 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.2,Low Charge,954.9,No,0,0.0,0.0
9172-ANCRX,Female,0,Non-Senior,No,No,10,7-12 Months,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,High Charge,973.25,Yes,1,98.7,1184.4
6650-VJONK,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.85,Medium Charge,43.85,No,0,0.0,0.0
2178-PMGCJ,Male,0,Non-Senior,No,No,22,13-24 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.7,Medium Charge,1490.4,No,0,0.0,0.0
7492-TAFJD,Male,0,Non-Senior,Yes,Yes,7,7-12 Months,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,38.55,Medium Charge,280.0,No,0,0.0,0.0
2773-MADBQ,Female,0,Non-Senior,No,No,36,25-48 Months,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,53.1,Medium Charge,1901.25,No,0,0.0,0.0
6016-LVTJQ,Female,0,Non-Senior,Yes,Yes,34,25-48 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,Low Charge,716.4,No,0,0.0,0.0
7860-KSUGX,Male,0,Non-Senior,Yes,Yes,72,49+ Months,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),64.45,Medium Charge,4720.0,No,0,0.0,0.0
8966-KZXXA,Male,0,Non-Senior,Yes,Yes,36,25-48 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,Low Charge,930.95,No,0,0.0,0.0
6910-HADCM,Female,0,Non-Senior,No,No,1,0-6 Months,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,High Charge,76.35,Yes,1,76.35,916.1999999999999
4816-LXZYW,Female,0,Non-Senior,No,No,23,13-24 Months,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,High Charge,1676.95,Yes,1,79.15,949.8000000000001
9606-PBKBQ,Male,1,Senior,Yes,No,32,25-48 Months,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,High Charge,2642.05,Yes,1,85.0,1020.0
5149-QYTTU,Female,0,Non-Senior,Yes,Yes,71,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),95.15,High Charge,6770.85,No,0,0.0,0.0
2070-XYMFH,Female,1,Senior,No,No,23,13-24 Months,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.35,High Charge,1835.3,No,0,0.0,0.0
2085-BOJKI,Male,0,Non-Senior,Yes,No,17,13-24 Months,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.65,High Charge,1588.25,No,0,0.0,0.0
0817-HSUSE,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.5,High Charge,75.5,No,0,0.0,0.0
5442-PPTJY,Male,0,Non-Senior,Yes,Yes,12,7-12 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,Low Charge,258.35,No,0,0.0,0.0
1927-QEWMY,Female,0,Non-Senior,Yes,No,72,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,Low Charge,1502.25,No,0,0.0,0.0
1663-MHLHE,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,Low Charge,19.2,No,0,0.0,0.0
5663-QBGIS,Male,1,Senior,Yes,No,72,49+ Months,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.35,High Charge,6929.4,No,0,0.0,0.0
4450-MDZFX,Male,0,Non-Senior,Yes,Yes,60,49+ Months,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.35,High Charge,4453.3,No,0,0.0,0.0
6701-DHKWQ,Female,0,Non-Senior,Yes,Yes,61,49+ Months,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),51.35,Medium Charge,3244.4,No,0,0.0,0.0
7554-AKDQF,Female,0,Non-Senior,Yes,No,6,0-6 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,Medium Charge,323.45,No,0,0.0,0.0
3536-IQCTX,Male,1,Senior,Yes,No,32,25-48 Months,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.3,High Charge,2661.1,Yes,1,85.3,1023.5999999999999
4911-BANWH,Female,0,Non-Senior,No,Yes,31,25-48 Months,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.55,High Charge,2697.4,Yes,1,86.55,1038.6
8496-EJAUI,Male,0,Non-Senior,No,No,19,13-24 Months,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.85,High Charge,1424.5,Yes,1,73.85,886.1999999999999
0794-YVSGE,Male,0,Non-Senior,Yes,Yes,72,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,Low Charge,1401.15,No,0,0.0,0.0
5423-BHIXO,Female,0,Non-Senior,No,No,32,25-48 Months,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.2,Medium Charge,1739.6,No,0,0.0,0.0
6908-VVYHM,Male,0,Non-Senior,Yes,No,65,49+ Months,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,High Charge,5931.0,No,0,0.0,0.0
2959-EEXWB,Female,0,Non-Senior,Yes,Yes,45,25-48 Months,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.9,Medium Charge,2333.85,No,0,0.0,0.0
1839-UMACK,Male,0,Non-Senior,No,No,42,25-48 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.05,Low Charge,949.85,No,0,0.0,0.0
3030-YDNRM,Male,0,Non-Senior,No,No,8,7-12 Months,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,High Charge,572.45,No,0,0.0,0.0
7321-KKSDU,Male,0,Non-Senior,No,Yes,32,25-48 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,Low Charge,696.8,No,0,0.0,0.0
3402-XRIUO,Female,1,Senior,Yes,No,22,13-24 Months,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.55,Medium Charge,1381.8,No,0,0.0,0.0
3132-TVFDZ,Male,1,Senior,Yes,No,57,49+ Months,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.85,Medium Charge,2572.95,Yes,1,44.85,538.2
8286-AFUYI,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,47.95,Medium Charge,47.95,No,0,0.0,0.0
8080-DDEMJ,Male,1,Senior,No,No,1,0-6 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.1,Medium Charge,45.1,Yes,1,45.1,541.2
8356-WUAOJ,Female,0,Non-Senior,Yes,No,1,0-6 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,Medium Charge,45.0,No,0,0.0,0.0
6365-MTGZX,Male,0,Non-Senior,No,No,24,13-24 Months,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,High Charge,2122.45,Yes,1,96.0,1152.0
1349-WXNGG,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,Low Charge,20.05,Yes,1,20.05,240.60000000000002
8058-DMYRU,Male,1,Senior,No,No,54,49+ Months,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,High Charge,4931.8,No,0,0.0,0.0
9350-ZXYJC,Female,0,Non-Senior,No,No,4,0-6 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,Low Charge,116.95,No,0,0.0,0.0
6990-YNRIO,Male,0,Non-Senior,Yes,Yes,65,49+ Months,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),108.65,High Charge,6937.95,Yes,1,108.65,1303.8000000000002
8958-JPTRR,Female,0,Non-Senior,Yes,No,56,49+ Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.3,Low Charge,1261.7,No,0,0.0,0.0
6959-GQEGV,Male,0,Non-Senior,No,No,45,25-48 Months,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.95,High Charge,3273.8,No,0,0.0,0.0
3173-WSSUE,Female,0,Non-Senior,Yes,Yes,71,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,Low Charge,1415.85,No,0,0.0,0.0
1265-HVPZB,Male,0,Non-Senior,Yes,No,59,49+ Months,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.4,Medium Charge,3958.2,No,0,0.0,0.0
4115-UMJFQ,Male,0,Non-Senior,No,No,69,49+ Months,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),35.75,Medium Charge,2492.25,No,0,0.0,0.0
7369-TRPFD,Male,0,Non-Senior,No,No,19,13-24 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,Low Charge,279.2,No,0,0.0,0.0
1098-KFQEC,Female,0,Non-Senior,Yes,Yes,55,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,Low Charge,1083.0,No,0,0.0,0.0
7190-XHTWJ,Female,0,Non-Senior,No,No,38,25-48 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,Low Charge,755.5,No,0,0.0,0.0
0621-TWIEM,Male,0,Non-Senior,No,No,10,7-12 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.55,Medium Charge,402.6,Yes,1,45.55,546.5999999999999
3537-RYBHH,Female,1,Senior,Yes,No,47,25-48 Months,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),67.45,Medium Charge,3252.0,No,0,0.0,0.0
2485-ITVKB,Female,0,Non-Senior,Yes,No,2,0-6 Months,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,Medium Charge,68.75,Yes,1,35.1,421.20000000000005
3669-OYSJI,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),46.2,Medium Charge,46.2,Yes,1,46.2,554.4000000000001
1612-EOHDH,Female,0,Non-Senior,No,No,1,0-6 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,Medium Charge,45.15,Yes,1,45.15,541.8
6702-OHFWR,Male,1,Senior,No,No,1,0-6 Months,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,43.3,Medium Charge,43.3,Yes,1,43.3,519.5999999999999
5296-BFCYD,Male,0,Non-Senior,Yes,Yes,46,25-48 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.1,Low Charge,936.85,No,0,0.0,0.0
4510-PYUSH,Female,1,Senior,No,No,38,25-48 Months,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.15,Medium Charge,2250.65,Yes,1,57.15,685.8
9359-JANWS,Female,0,Non-Senior,Yes,No,65,49+ Months,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),58.9,Medium Charge,3857.1,No,0,0.0,0.0
7517-SAWMO,Female,0,Non-Senior,Yes,No,19,13-24 Months,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.2,High Charge,1441.1,Yes,1,73.2,878.4000000000001
4143-HHPMK,Male,0,Non-Senior,No,No,52,49+ Months,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.35,High Charge,4338.6,Yes,1,85.35,1024.1999999999998
3279-DYZQM,Male,0,Non-Senior,Yes,Yes,71,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.45,Low Charge,1378.45,No,0,0.0,0.0
7054-LGEQW,Female,0,Non-Senior,No,No,1,0-6 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,Medium Charge,45.95,Yes,1,45.95,551.4000000000001
0523-VNGTF,Female,1,Senior,No,No,52,49+ Months,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.5,Medium Charge,2566.3,No,0,0.0,0.0
9575-IWCAZ,Male,0,Non-Senior,Yes,No,6,0-6 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.1,Low Charge,171.0,No,0,0.0,0.0
7105-MXJLL,Female,1,Senior,Yes,No,26,25-48 Months,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,60.7,Medium Charge,1597.4,No,0,0.0,0.0
7064-FRRSW,Male,1,Senior,No,No,48,25-48 Months,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,99.0,High Charge,4744.35,No,0,0.0,0.0
7940-UQQUG,Female,0,Non-Senior,Yes,Yes,64,49+ Months,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.4,High Charge,6721.6,No,0,0.0,0.0
0923-PNFUB,Female,0,Non-Senior,No,No,3,0-6 Months,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.75,High Charge,247.25,Yes,1,83.75,1005.0
3961-SXAXY,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.05,Medium Charge,44.05,No,0,0.0,0.0
7010-BRBUU,Male,0,Non-Senior,Yes,Yes,72,49+ Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.1,Low Charge,1734.65,No,0,0.0,0.0
3566-HJGPK,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.55,Medium Charge,45.55,No,0,0.0,0.0
3062-ICYZQ,Female,0,Non-Senior,Yes,Yes,51,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.8,High Charge,4539.35,No,0,0.0,0.0
9938-PRCVK,Female,0,Non-Senior,Yes,Yes,41,25-48 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,Low Charge,804.25,No,0,0.0,0.0
0973-KYVNF,Female,0,Non-Senior,Yes,Yes,72,49+ Months,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),70.65,High Charge,5011.15,No,0,0.0,0.0
